2025-12-17 16:47:21 | user_update | user_id=4 | affected=1 | params=[null,"alhamdulillah@gmail.com","alfanfan","081358066721","alhamdulillah bisa",null,null,null,4]
2025-12-17 16:52:15 | user_update(post) | user_id=4 | affected=0 | params=[null,"mudahmudahanbisa@gamil.com","NAGASAKTI","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:52:15 | user_update(post) | user_id=4 | affected=0 | params=[null,"mudahmudahanbisa@gamil.com","NAGASAKTI","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:52:15 | user_update(post) | user_id=4 | affected=0 | params=[null,"mudahmudahanbisa@gamil.com","NAGASAKTI","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:52:19 | user_update(post) | user_id=4 | affected=1 | params=[null,"mudahmudahanbisa@gamil.com","JASIJDAJSDJAIS","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:52:19 | user_update(post) | user_id=4 | affected=0 | params=[null,"mudahmudahanbisa@gamil.com","JASIJDAJSDJAIS","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:52:27 | user_update(post) | user_id=4 | affected=1 | params=[null,"mudahmudahanbisa@gamil.com","ASU","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:52:27 | user_update(post) | user_id=4 | affected=0 | params=[null,"mudahmudahanbisa@gamil.com","ASU","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:53:56 | user_update | user_id=6 | affected=1 | params=[null,"Gemilang@admin.com","ADMIN TERCINTA",null,null,null,null,null,6]
2025-12-17 16:56:41 | user_update(post) | user_id=4 | affected=1 | params=[null,"pasien@gmail.com","TEST_PASIEN","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:56:41 | user_update(post) | user_id=4 | affected=0 | params=[null,"pasien@gmail.com","TEST_PASIEN","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:56:42 | user_update(post) | user_id=4 | affected=0 | params=[null,"pasien@gmail.com","TEST_PASIEN","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:56:42 | user_update(post) | user_id=4 | affected=0 | params=[null,"pasien@gmail.com","TEST_PASIEN","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:56:44 | user_update(post) | user_id=4 | affected=0 | params=[null,"pasien@gmail.com","TEST_PASIEN","08119191919","arabsaudi",null,null,null,4]
2025-12-17 16:56:44 | user_update(post) | user_id=4 | affected=0 | params=[null,"pasien@gmail.com","TEST_PASIEN","08119191919","arabsaudi",null,null,null,4]
2025-12-17 20:35:34 | user_update(post) | user_id=8 | affected=1 | params=[null,"testing@gmail.com","Alfan",null,"testingcihuy",null,null,null,8]
2025-12-17 20:35:34 | user_update(post) | user_id=8 | affected=0 | params=[null,"testing@gmail.com","Alfan",null,"testingcihuy",null,null,null,8]
2025-12-17 20:43:34 | user_update | user_id=6 | affected=1 | params=[null,"Gemilang@admin.com","ADMIN SAYANG",null,null,null,null,null,6]
2025-12-17 20:43:43 | user_update | user_id=6 | affected=1 | params=[null,"Gemilang@admin.com","ADMIN TERCINTA",null,null,null,null,null,6]
2025-12-17 23:53:38 | user_update(post) | user_id=8 | affected=0 | params=[null,"testing@gmail.com","Alfan",null,"testingcihuy",null,null,null,8]
2025-12-17 23:53:38 | user_update(post) | user_id=8 | affected=0 | params=[null,"testing@gmail.com","Alfan",null,"testingcihuy",null,null,null,8]
2025-12-17 23:53:40 | user_update(post) | user_id=8 | affected=0 | params=[null,"testing@gmail.com","Alfan",null,"testingcihuy",null,null,null,8]
2025-12-17 23:53:40 | user_update(post) | user_id=8 | affected=0 | params=[null,"testing@gmail.com","Alfan",null,"testingcihuy",null,null,null,8]
2025-12-18 12:18:25 | user_update | user_id=10 | affected=1 | params=[null,"admin2@admin.com","peler ijo",null,null,null,null,null,10]
